state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
West Bengal,BAGNAN,180,SARIFUL KHAN,Aam Janata Unnayan party,5,11,18,23,32,118,122,125,131,141,150,155,165,175,187,190,193,221,236,236,,,,,,,,,236,0,236,0.11,218406
West Bengal,BAGNAN,180,NARAYAN CHANDRA JANA,Independent,0,0,3,4,10,16,20,23,32,43,51,53,55,58,59,60,64,67,73,73,,,,,,,,,73,4,77,0.04,218406
West Bengal,BAGNAN,180,MOLAY GHOSH,Independent,6,9,15,19,26,35,48,53,63,70,77,81,91,92,100,106,110,113,119,119,,,,,,,,,119,2,121,0.06,218406
West Bengal,BAGNAN,180,SANJIT PATRA,Independent,12,22,32,47,56,65,71,74,82,92,101,110,122,131,139,148,159,170,180,181,,,,,,,,,181,0,181,0.08,218406
West Bengal,BAGNAN,180,SK JAKIRE HOSSEN,Independent,44,80,119,150,167,194,219,230,255,302,334,359,401,420,449,477,509,540,562,574,,,,,,,,,574,1,575,0.26,218406
West Bengal,BAGNAN,180,SK HASIBUL RAHAMAN,Independent,44,83,131,166,212,254,288,305,352,425,463,493,545,578,620,660,698,751,791,793,,,,,,,,,793,0,793,0.36,218406
West Bengal,BAGNAN,180,NOTA,None of the Above,90,174,288,384,493,598,717,826,917,1082,1187,1265,1408,1502,1588,1685,1768,1888,2019,2026,,,,,,,,,2026,22,2048,0.94,218406
West Bengal,BAHARAMPUR,72,ADHIR RANJAN CHOWDHURY,Indian National Congress,5535,10869,16185,21448,26099,31153,36718,41054,44690,48862,52190,56109,62341,67843,71783,72059,72438,,,,,,,,,,,,72438,1102,73540,32.79,224268
West Bengal,BAHARAMPUR,72,NARU GOPAL MUKHERJEE,All India Trinamool Congress,2454,5476,8564,10927,13295,15575,18034,19796,21948,24439,26337,29339,36180,43075,48574,48853,49116,,,,,,,,,,,,49116,470,49586,22.11,224268
West Bengal,BAHARAMPUR,72,SANTOSH BISWAS,Bahujan Samaj Party,46,122,163,202,225,272,305,343,401,456,510,553,617,696,756,760,762,,,,,,,,,,,,762,4,766,0.34,224268
West Bengal,BAHARAMPUR,72,SUBRATA MAITRA (KANCHAN),Bharatiya Janata Party,6819,14045,19567,25771,31365,36822,42080,48552,56877,65740,75865,83476,85389,88291,88641,88939,89359,,,,,,,,,,,,89359,1729,91088,40.62,224268
West Bengal,BAHARAMPUR,72,ABUL KASEM SK,Communist Party of India (Marxist-Leninist) (Liberation),46,86,111,133,172,205,239,265,314,363,403,459,546,607,670,671,673,,,,,,,,,,,,673,6,679,0.3,224268
West Bengal,BAHARAMPUR,72,DILIP DAS,Socialist Unity Centre Of India (COMMUNIST),30,47,60,84,106,132,163,173,200,225,234,252,322,452,571,571,578,,,,,,,,,,,,578,6,584,0.26,224268
West Bengal,BAHARAMPUR,72,MAMATA BIBI,Justice and Development Party,8,16,23,27,30,37,45,46,52,70,73,81,99,130,150,151,152,,,,,,,,,,,,152,0,152,0.07,224268
West Bengal,BAHARAMPUR,72,RAJIB CHATTERJEE,Bhartiya Lokmat Rashtrawadi Party,10,20,25,26,31,38,43,48,56,67,75,85,107,145,164,166,168,,,,,,,,,,,,168,1,169,0.08,224268
West Bengal,BAHARAMPUR,72,SUKBOR MOLLA,Aam Janata Unnayan party,17,29,34,43,49,64,70,84,185,232,246,534,1413,2981,4190,4190,4204,,,,,,,,,,,,4204,3,4207,1.88,224268
West Bengal,BAHARAMPUR,72,UTPAL KUNDU,Independent,25,45,58,74,87,103,109,118,135,150,170,196,220,249,264,264,265,,,,,,,,,,,,265,0,265,0.12,224268
West Bengal,BAHARAMPUR,72,PARITOSH KUNDU,Independent,41,77,98,116,139,184,196,208,245,277,322,370,399,455,484,486,490,,,,,,,,,,,,490,3,493,0.22,224268
West Bengal,BAHARAMPUR,72,RIKI MAITRA,Independent,44,78,101,115,132,162,168,179,203,229,252,289,347,424,484,487,487,,,,,,,,,,,,487,0,487,0.22,224268
West Bengal,BAHARAMPUR,72,SAHABUDDIN MALLIK,Independent,79,148,203,224,268,333,361,386,439,487,528,586,671,790,875,886,892,,,,,,,,,,,,892,1,893,0.4,224268
West Bengal,BAHARAMPUR,72,NOTA,None of the Above,107,199,275,348,425,521,594,662,739,835,904,1001,1107,1226,1314,1323,1333,,,,,,,,,,,,1333,26,1359,0.61,224268
West Bengal,BAISNABNAGAR,54,CHANDANA SARKAR,All India Trinamool Congress,3308,5006,8009,10972,12643,16846,22613,26041,27832,31381,33403,36433,39774,42205,46050,49546,52166,54141,57919,60225,61500,,,,,,,,61500,311,61811,27.49,224839
West Bengal,BAISNABNAGAR,54,NIKHIL CHANDRA MANDAL,Bahujan Samaj Party,33,68,113,148,236,305,352,386,408,436,459,482,526,567,627,672,719,742,777,803,819,,,,,,,,819,1,820,0.36,224839
West Bengal,BAISNABNAGAR,54,MAMUNI MANDAL,Indian National Congress,1599,2393,4123,5735,6300,9829,13587,16349,17361,19234,20469,22501,25195,29045,31884,35691,38873,40154,43151,45360,46286,,,,,,,,46286,164,46450,20.66,224839
West Bengal,BAISNABNAGAR,54,RAJU KARMAKAR,Bharatiya Janata Party,5710,13415,17680,23289,32520,37276,40758,45144,53264,58362,66086,71145,75502,79762,85068,89501,94623,102334,105578,107028,108106,,,,,,,,108106,586,108692,48.34,224839
West Bengal,BAISNABNAGAR,54,ANANDA GHOSH,Socialist Unity Centre Of India (COMMUNIST),44,80,113,148,194,238,273,293,360,392,429,451,504,532,582,610,649,708,728,752,767,,,,,,,,767,0,767,0.34,224839
West Bengal,BAISNABNAGAR,54,DUNDUBHI SAHA(PAPAN),Revolutionary Socialist Party,39,82,127,182,214,287,319,351,376,426,465,517,553,583,632,698,732,806,863,991,1018,,,,,,,,1018,9,1027,0.46,224839
West Bengal,BAISNABNAGAR,54,MANJUR ALAHI MUNSHI,Bhartiya Rashtriya Dal,10,25,34,47,68,92,108,117,131,141,156,161,170,192,216,231,249,266,278,288,295,,,,,,,,295,1,296,0.13,224839
West Bengal,BAISNABNAGAR,54,MUZKERA BIBI,Aam Janata Unnayan party,94,126,156,248,276,386,468,490,540,563,595,634,776,839,903,946,1050,1239,1419,1503,1581,,,,,,,,1581,3,1584,0.7,224839
West Bengal,BAISNABNAGAR,54,MD ARIF CHOUDHURY,North Bengal People's Party,51,91,121,146,166,199,230,264,312,338,379,419,459,539,572,608,657,705,725,749,767,,,,,,,,767,4,771,0.34,224839
West Bengal,BAISNABNAGAR,54,NITYAGOPAL LALA,Independent,10,25,51,76,91,150,174,193,205,218,239,248,271,290,318,341,363,385,404,423,431,,,,,,,,431,2,433,0.19,224839
West Bengal,BAISNABNAGAR,54,BISWAJIT MANDAL,Independent,19,39,52,85,109,142,170,187,203,218,240,251,271,285,308,327,344,366,381,390,399,,,,,,,,399,0,399,0.18,224839
West Bengal,BAISNABNAGAR,54,NOTA,None of the Above,80,157,254,336,422,553,687,774,850,927,994,1060,1171,1232,1331,1445,1537,1611,1694,1753,1785,,,,,,,,1785,4,1789,0.8,224839
West Bengal,BALAGARH,191,ASHOK BISWAS,Indian National Congress,129,234,347,517,644,736,901,1013,1111,1219,1390,1466,1469,,,,,,,,,,,,,,,,1469,18,1487,0.66,226031
West Bengal,BALAGARH,191,BIKASH GOLDER,Communist Party of India (Marxist),695,1478,2538,3763,4454,5236,5987,6797,7718,8449,9496,10026,10055,,,,,,,,,,,,,,,,10055,120,10175,4.5,226031
West Bengal,BALAGARH,191,RANJAN DHARA,All India Trinamool Congress,7014,14863,21622,29113,36041,42317,51253,57975,64672,69416,79100,82968,83304,,,,,,,,,,,,,,,,83304,406,83710,37.03,226031
West Bengal,BALAGARH,191,SUMANA SARKAR,Bharatiya Janata Party,11955,21874,32099,43149,53498,64625,74878,86230,97674,107847,117121,124371,124850,,,,,,,,,,,,,,,,124850,774,125624,55.58,226031
West Bengal,BALAGARH,191,HARICHAND MAJUMDAR,Bahujan Samaj Party,171,350,504,710,836,941,1105,1286,1471,1564,1734,1791,1795,,,,,,,,,,,,,,,,1795,8,1803,0.8,226031
West Bengal,BALAGARH,191,SUKDEB BISWAS,Socialist Unity Centre Of India (COMMUNIST),164,381,480,625,715,788,901,1016,1116,1181,1322,1360,1365,,,,,,,,,,,,,,,,1365,7,1372,0.61,226031
West Bengal,BALAGARH,191,SOMA BISWAS,Independent,32,78,119,186,226,256,303,343,391,428,478,509,512,,,,,,,,,,,,,,,,512,1,513,0.23,226031
West Bengal,BALAGARH,191,NOTA,None of the Above,140,229,351,484,584,670,803,906,1019,1102,1247,1330,1333,,,,,,,,,,,,,,,,1333,14,1347,0.6,226031
West Bengal,BALARAMPUR,239,ANANDI TUDU,Bahujan Samaj Party,56,127,196,274,344,413,481,551,641,766,846,970,1087,1150,1229,1343,1441,1517,1587,1682,1693,1697,,,,,,,1697,1,1698,0.77,219946
West Bengal,BALARAMPUR,239,JALADHAR MAHATO,Bharatiya Janata Party,5517,10003,15570,22322,28587,34351,39707,44929,51403,56466,62324,68330,73656,79096,85095,90310,97512,104394,109247,115697,116932,117315,,,,,,,117315,1106,118421,53.84,219946
West Bengal,BALARAMPUR,239,NAMITA MAHATO,Communist Party of India (Marxist),138,346,579,899,1255,1447,1841,2131,2484,2981,3662,4053,4278,4484,4773,5101,5364,5585,6062,6438,6495,6538,,,,,,,6538,37,6575,2.99,219946
West Bengal,BALARAMPUR,239,SHANTIRAM MAHATO,All India Trinamool Congress,3926,8878,13735,17787,21392,24635,28846,33248,36893,41625,45169,49116,52884,56979,61446,67053,70394,74181,77567,81942,82641,82838,,,,,,,82838,532,83370,37.9,219946
West Bengal,BALARAMPUR,239,SUKANTA MAHATO,Indian National Congress,170,294,431,808,1010,1105,1235,1375,1544,1647,1752,1863,1941,2100,2201,2316,2446,2548,2645,2784,2813,2818,,,,,,,2818,12,2830,1.29,219946
West Bengal,BALARAMPUR,239,BHOLANATH MURMMU,Socialist Unity Centre Of India (COMMUNIST),36,54,70,99,129,150,176,232,280,306,333,362,385,413,450,476,521,553,595,645,651,653,,,,,,,653,3,656,0.3,219946
West Bengal,BALARAMPUR,239,SHARAT SAHIS,Rashtriya Lok Janshakti Party,28,55,81,107,139,170,191,222,250,286,315,347,388,420,450,500,564,600,633,673,683,685,,,,,,,685,0,685,0.31,219946
West Bengal,BALARAMPUR,239,SITARAM HANSDA,Ambedkarite Party of India,78,149,204,270,317,380,437,508,565,627,721,796,891,958,1052,1220,1320,1396,1491,1606,1626,1627,,,,,,,1627,3,1630,0.74,219946
West Bengal,BALARAMPUR,239,AJAY GORAIN,Independent,35,56,70,101,124,144,163,193,219,254,300,327,361,385,426,473,511,543,575,623,628,629,,,,,,,629,1,630,0.29,219946
West Bengal,BALARAMPUR,239,RABILAL MANDI,Independent,43,87,117,151,184,216,257,308,359,410,481,540,598,660,730,800,866,928,975,1061,1070,1072,,,,,,,1072,5,1077,0.49,219946
West Bengal,BALARAMPUR,239,NOTA,None of the Above,96,175,279,371,468,573,663,791,920,1037,1146,1276,1431,1528,1679,1841,1992,2093,2185,2338,2359,2366,,,,,,,2366,8,2374,1.08,219946
West Bengal,BALLY,169,PUTUL CHOWDHURY,Socialist Unity Centre Of India (COMMUNIST),6,19,40,67,79,83,95,106,110,147,149,150,152,156,157,,,,,,,,,,,,,,157,0,157,0.13,117838
West Bengal,BALLY,169,SANKAR MAITRA,Communist Party of India (Marxist),705,1918,3440,4832,5972,6673,7525,8114,8918,9471,9794,10070,10649,11024,11102,,,,,,,,,,,,,,11102,182,11284,9.58,117838
West Bengal,BALLY,169,KAILASH KUMAR MISHRA,All India Trinamool Congress,2664,6626,10431,14393,17771,20179,23425,25530,29437,32480,34261,35833,39434,45080,45342,,,,,,,,,,,,,,45342,300,45642,38.73,117838
West Bengal,BALLY,169,SANJAY KUMAR SINGH,Bharatiya Janata Party,3300,6215,9345,12865,16989,21481,25928,30346,34030,38698,44482,49669,54165,56963,57216,,,,,,,,,,,,,,57216,423,57639,48.91,117838
West Bengal,BALLY,169,SANJAY SINGH,Independent,5,10,16,25,37,54,60,67,87,98,105,113,121,132,132,,,,,,,,,,,,,,132,0,132,0.11,117838
West Bengal,BALLY,169,PRIYANKA CHOUDHURY,Indian National Congress,67,195,283,421,547,637,732,823,906,971,1045,1111,1182,1257,1267,,,,,,,,,,,,,,1267,16,1283,1.09,117838
West Bengal,BALLY,169,SANJAY SINGH,Independent,15,26,35,46,56,63,74,84,100,109,116,120,129,145,145,,,,,,,,,,,,,,145,0,145,0.12,117838
West Bengal,BALLY,169,KANCHAN SONKAR,National Republic Party Of India,4,5,9,13,15,18,22,24,29,31,39,40,42,44,44,,,,,,,,,,,,,,44,0,44,0.04,117838
West Bengal,BALLY,169,PRATAP GOSWAMI,Independent,8,20,26,31,36,43,49,54,63,68,79,85,93,98,98,,,,,,,,,,,,,,98,0,98,0.08,117838
West Bengal,BALLY,169,NISHU KURMI,Independent,2,5,9,13,16,21,27,29,34,38,41,42,43,45,45,,,,,,,,,,,,,,45,1,46,0.04,117838
West Bengal,BALLY,169,RUPALI SARKAR,Independent,15,26,36,44,58,81,101,111,129,152,166,172,199,210,211,,,,,,,,,,,,,,211,1,212,0.18,117838
West Bengal,BALLY,169,ALOK PAKHIRA,Independent,4,7,12,15,16,21,25,28,31,33,37,38,40,43,43,,,,,,,,,,,,,,43,0,43,0.04,117838
West Bengal,BALLY,169,ABDUL QADIR KHAN,Aam Janata Unnayan party,10,17,29,37,45,55,63,69,80,97,108,117,123,133,135,,,,,,,,,,,,,,135,0,135,0.11,117838
West Bengal,BALLY,169,INDRANATH DAS,Independent Nationalist Front,1,9,11,14,21,25,29,30,33,38,43,47,50,54,54,,,,,,,,,,,,,,54,0,54,0.05,117838
West Bengal,BALLY,169,NOTA,None of the Above,66,140,244,326,405,468,520,566,622,690,740,770,839,907,907,,,,,,,,,,,,,,907,17,924,0.78,117838
West Bengal,BALLYGUNGE,161,AFREEN BEGUM,Communist Party of India (Marxist),329,717,1004,1290,1658,2088,2528,3031,3545,4148,4887,5324,5828,6217,6839,7128,,,,,,,,,,,,,7128,57,7185,4.29,167384
West Bengal,BALLYGUNGE,161,DOLA SARKAR,Bahujan Samaj Party,15,41,70,86,98,109,151,190,243,259,279,300,318,342,371,376,,,,,,,,,,,,,376,7,383,0.23,167384
West Bengal,BALLYGUNGE,161,ROHAN MITRA,Indian National Congress,116,312,439,607,723,847,962,1123,1274,1395,1482,1591,1685,1801,1913,1948,,,,,,,,,,,,,1948,27,1975,1.18,167384
West Bengal,BALLYGUNGE,161,SHATORUPA,Bharatiya Janata Party,1305,2249,2961,5781,7197,7987,10315,11916,15554,19769,24660,27194,32998,39744,45188,46692,,,,,,,,,,,,,46692,313,47005,28.08,167384
West Bengal,BALLYGUNGE,161,SOBHANDEB CHATTOPADHYAY,All India Trinamool Congress,8257,19232,28582,35927,43063,52282,62347,74183,83283,89016,91293,98404,101058,103400,106961,108071,,,,,,,,,,,,,108071,410,108481,64.81,167384
West Bengal,BALLYGUNGE,161,AYASANUL HAQUE SK.,Socialist Unity Centre Of India (COMMUNIST),31,61,97,115,131,157,182,211,244,279,295,329,359,380,417,424,,,,,,,,,,,,,424,3,427,0.26,167384
West Bengal,BALLYGUNGE,161,FAISAL KHAN,Aam Janata Unnayan party,10,24,28,37,43,47,56,68,74,81,85,88,95,101,109,112,,,,,,,,,,,,,112,0,112,0.07,167384
West Bengal,BALLYGUNGE,161,GOBINDA NASKAR,Independent,7,20,29,39,44,46,56,74,91,98,107,112,123,124,134,136,,,,,,,,,,,,,136,1,137,0.08,167384
West Bengal,BALLYGUNGE,161,MEHBOOB ALAM,Independent,19,65,102,114,130,147,178,219,261,283,290,309,333,347,366,366,,,,,,,,,,,,,366,0,366,0.22,167384
West Bengal,BALLYGUNGE,161,REEPA BHATTACHARJEE,Independent,9,21,26,31,35,41,57,71,100,110,120,124,135,144,156,158,,,,,,,,,,,,,158,4,162,0.1,167384
West Bengal,BALLYGUNGE,161,SHAIK IMRAN,Independent,15,23,30,37,42,50,59,72,95,100,105,109,118,126,137,140,,,,,,,,,,,,,140,1,141,0.08,167384
West Bengal,BALLYGUNGE,161,UTTAM KUMAR DAS,Independent,9,32,45,55,63,70,79,99,118,130,139,150,158,169,186,190,,,,,,,,,,,,,190,1,191,0.11,167384
West Bengal,BALLYGUNGE,161,NOTA,None of the Above,35,86,120,159,195,229,286,339,390,453,529,582,644,702,782,806,,,,,,,,,,,,,806,13,819,0.49,167384
West Bengal,BALURGHAT,39,ARPITA GHOSH,All India Trinamool Congress,2438,4796,7597,10162,12686,16110,19421,22973,25854,29087,32599,37066,41590,44350,47333,47581,,,,,,,,,,,,,47581,540,48121,30.4,158296
West Bengal,BALURGHAT,39,PRADIP KUMAR MITRA,Indian National Congress,92,201,301,392,467,578,686,785,942,1065,1167,1288,1433,1544,1615,1620,,,,,,,,,,,,,1620,28,1648,1.04,158296
West Bengal,BALURGHAT,39,BIDYUT KUMAR ROY,Bharatiya Janata Party,6964,13450,20166,25863,32183,38957,45801,52704,58896,65607,72406,78124,83538,88865,93383,93950,,,,,,,,,,,,,93950,1747,95697,60.45,158296
West Bengal,BALURGHAT,39,JOGESH CHANDRA MURMU,Bahujan Samaj Party,35,56,89,104,132,187,224,283,344,388,448,507,552,583,620,626,,,,,,,,,,,,,626,3,629,0.4,158296
West Bengal,BALURGHAT,39,ARNAB CHOWDHURY,Revolutionary Socialist Party,648,1491,2186,2886,3520,3838,4232,4719,5456,6012,6624,7150,7657,7965,8360,8398,,,,,,,,,,,,,8398,195,8593,5.43,158296
West Bengal,BALURGHAT,39,NAMITA MAHANTA (POLI),Socialist Unity Centre Of India (COMMUNIST),13,39,57,73,91,132,151,170,196,209,232,244,258,282,290,290,,,,,,,,,,,,,290,9,299,0.19,158296
West Bengal,BALURGHAT,39,NAROTTAM SAHA,Amra Bangalee,5,13,26,30,38,46,51,61,70,79,91,93,102,108,111,111,,,,,,,,,,,,,111,1,112,0.07,158296
West Bengal,BALURGHAT,39,MASUMA KHATUN,Aam Janata Unnayan party,7,8,8,12,19,35,44,54,63,71,83,93,103,114,120,120,,,,,,,,,,,,,120,2,122,0.08,158296
West Bengal,BALURGHAT,39,DIPANKAR BARMAN,Independent,9,14,19,25,35,55,70,83,101,116,137,149,161,175,187,189,,,,,,,,,,,,,189,5,194,0.12,158296
West Bengal,BALURGHAT,39,DULAL BARMAN,Independent,16,23,31,42,54,69,80,90,108,125,142,146,159,169,174,174,,,,,,,,,,,,,174,1,175,0.11,158296
West Bengal,BALURGHAT,39,PRADYUT KUMAR SAHA,Independent,17,29,42,49,68,98,122,139,160,189,213,235,261,273,283,285,,,,,,,,,,,,,285,5,290,0.18,158296
West Bengal,BALURGHAT,39,MITHUN BARMAN,Independent,26,43,78,92,149,195,239,286,325,359,398,430,473,497,508,510,,,,,,,,,,,,,510,2,512,0.32,158296
West Bengal,BALURGHAT,39,SUSHIL MARDI,Independent,33,63,87,101,127,188,221,250,287,322,354,389,408,434,456,458,,,,,,,,,,,,,458,2,460,0.29,158296
West Bengal,BALURGHAT,39,NOTA,None of the Above,96,200,278,351,465,576,654,764,872,945,1059,1148,1249,1346,1412,1420,,,,,,,,,,,,,1420,24,1444,0.91,158296
West Bengal,BANDWAN,238,TIKARAM HEMBRAM,Bahujan Samaj Party,82,157,254,354,436,537,638,729,820,936,1047,1160,1253,1365,1478,1626,1725,1855,1886,1891,,,,,,,,,1891,4,1895,0.71,266178
West Bengal,BANDWAN,238,RATHU SINGH,Communist Party of India (Marxist),264,572,1262,1677,2001,2330,2838,3511,4384,5638,6662,7147,7968,8817,9825,11046,12867,14680,15348,15363,,,,,,,,,15363,111,15474,5.81,266178
West Bengal,BANDWAN,238,RAJIB LOCHAN SAREN,All India Trinamool Congress,6047,11614,17940,24352,29764,35083,39751,45104,51063,57389,63579,69886,75353,81386,86586,92258,96938,101979,103621,103933,,,,,,,,,103933,570,104503,39.26,266178
West Bengal,BANDWAN,238,LABSEN BASKEY,Bharatiya Janata Party,7279,14940,22743,31385,39569,47587,55895,64012,70187,76573,82927,90194,96229,102967,111331,118994,124356,130897,132440,132724,,,,,,,,,132724,1356,134080,50.37,266178
West Bengal,BANDWAN,238,SITEN MANDI,Indian National Congress,361,504,626,763,911,1048,1160,1328,1434,1600,1723,1852,2012,2141,2287,2445,2599,2747,2790,2800,,,,,,,,,2800,33,2833,1.06,266178
West Bengal,BANDWAN,238,UMESH CHANDRA BASKEY,Ambedkarite Party of India,90,189,310,444,546,693,810,928,1037,1131,1258,1391,1515,1640,1758,1873,1987,2158,2190,2199,,,,,,,,,2199,11,2210,0.83,266178
West Bengal,BANDWAN,238,BIJAY KUMAR MANDI,Independent,48,108,188,252,303,399,476,524,558,627,685,738,833,909,983,1063,1121,1221,1246,1248,,,,,,,,,1248,1,1249,0.47,266178
West Bengal,BANDWAN,238,SOBHARAM MURMU,Independent,38,88,151,218,261,313,356,419,469,546,614,693,775,824,874,941,1018,1108,1149,1149,,,,,,,,,1149,5,1154,0.43,266178
West Bengal,BANDWAN,238,NOTA,None of the Above,95,193,352,478,602,767,883,1032,1172,1350,1515,1648,1819,1961,2118,2297,2440,2692,2756,2766,,,,,,,,,2766,14,2780,1.04,266178
West Bengal,BANGAON DAKSHIN,96,ASISH KUMAR SARKAR,Communist Party of India (Marxist),624,817,966,1324,1587,1690,1854,2114,2490,2742,3042,3392,3789,4133,4455,4679,5076,5286,5523,5857,6116,,,,,,,,6116,81,6197,2.92,212191
West Bengal,BANGAON DAKSHIN,96,RITUPARNA ADDHYA,All India Trinamool Congress,6728,10882,14595,18624,22078,25259,28376,31497,35965,39979,43871,46611,49300,52491,56551,60511,65116,69340,73498,78152,81150,,,,,,,,81150,435,81585,38.45,212191
West Bengal,BANGAON DAKSHIN,96,KISOR KUMAR BISWAS,Indian National Congress,36,64,95,143,179,215,248,281,323,364,404,454,492,532,578,616,663,701,744,793,816,,,,,,,,816,4,820,0.39,212191
West Bengal,BANGAON DAKSHIN,96,SANTOSH KUMAR SIKDAR,Bahujan Samaj Party,21,71,98,130,173,201,239,275,299,326,356,381,410,442,479,514,546,580,604,634,657,,,,,,,,657,5,662,0.31,212191
West Bengal,BANGAON DAKSHIN,96,SWAPAN MAJUMDER,Bharatiya Janata Party,3099,9515,15364,20188,26409,32814,39698,45326,50793,56926,62130,68452,74053,80175,86299,92580,97805,103156,108084,113768,118372,,,,,,,,118372,1027,119399,56.27,212191
West Bengal,BANGAON DAKSHIN,96,RABINDRA NATH BARAI,Socialist Unity Centre Of India (COMMUNIST),15,30,38,55,65,87,111,131,156,171,184,210,223,243,265,289,297,327,349,373,387,,,,,,,,387,1,388,0.18,212191
West Bengal,BANGAON DAKSHIN,96,KALYANI MONDAL,Independent,5,13,21,26,32,38,50,59,68,83,91,102,108,111,123,130,141,148,157,173,177,,,,,,,,177,1,178,0.08,212191
West Bengal,BANGAON DAKSHIN,96,PABITRA ROY,Independent,38,79,94,120,150,193,235,264,293,333,356,377,401,421,458,500,531,563,598,648,662,,,,,,,,662,1,663,0.31,212191
West Bengal,BANGAON DAKSHIN,96,BIPLAB TIKADAR,Independent,12,17,22,26,30,38,44,57,63,68,72,84,89,98,105,117,125,133,138,146,149,,,,,,,,149,0,149,0.07,212191
West Bengal,BANGAON DAKSHIN,96,SHEFALI BAIN,Independent,16,25,32,47,57,72,87,96,117,123,137,147,152,160,166,178,194,203,216,233,238,,,,,,,,238,0,238,0.11,212191
West Bengal,BANGAON DAKSHIN,96,SWAPAN MAJUMDER,Independent,95,137,175,230,273,350,392,418,459,504,553,583,629,659,701,747,798,849,897,954,980,,,,,,,,980,0,980,0.46,212191
West Bengal,BANGAON DAKSHIN,96,NOTA,None of the Above,64,108,147,189,217,268,309,350,386,422,475,521,566,604,656,698,756,802,840,886,914,,,,,,,,914,18,932,0.44,212191
West Bengal,BANGAON UTTAR,95,ASHOK KIRTANIA,Bharatiya Janata Party,5801,11100,15867,20706,26773,32233,38254,41187,47083,54042,59203,64436,71371,77186,83649,89924,97167,103496,109159,115785,117955,,,,,,,,117955,1362,119317,56.46,211344
West Bengal,BANGAON UTTAR,95,NILANJAN SAHA (BAPI),Indian National Congress,23,60,106,153,187,237,271,305,342,368,410,461,500,561,610,664,713,762,819,885,906,,,,,,,,906,20,926,0.44,211344
West Bengal,BANGAON UTTAR,95,PIJUSH KANTI SAHA,Communist Party of India (Marxist),270,636,1175,1807,2103,2514,2882,3521,3921,4115,4810,5241,5535,5916,6254,6666,6999,7361,7762,8323,8429,,,,,,,,8429,125,8554,4.05,211344
West Bengal,BANGAON UTTAR,95,BISWAJIT DAS,All India Trinamool Congress,4232,8490,13543,17974,22192,26390,29921,36775,40720,44515,50064,54361,57583,59770,62444,65256,67765,70902,73531,77032,78116,,,,,,,,78116,531,78647,37.21,211344
West Bengal,BANGAON UTTAR,95,SUBRATA BISWAS,Bahujan Samaj Party,41,65,110,150,181,207,236,291,321,346,394,436,468,480,500,533,566,582,602,622,626,,,,,,,,626,2,628,0.3,211344
