state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
Assam,JONAI,80,RAJU KUMAR MEDOK,Indian National Congress,3497,6469,10158,12194,15309,17299,20132,23133,24970,27320,28983,31223,33415,35089,35849,38124,40602,43612,45869,48167,48236,48280,,,,,,,,,,,,48280,536,48816,27.1,180153
Assam,JONAI,80,NOTA,None of the Above,74,248,402,505,617,697,780,888,1040,1200,1354,1482,1627,1759,1881,1984,2088,2213,2301,2370,2374,2376,,,,,,,,,,,,2376,21,2397,1.33,180153
Assam,JORHAT,100,GAURAV GOGOI,Indian National Congress,3937,7832,9875,12167,15326,18618,21919,24910,28886,32206,35343,39494,43346,45721,,,,,,,,,,,,,,,,,,,,45721,536,46257,39.1,118297
Assam,JORHAT,100,PRANAB PRIYANKUSH DUTTA,Aam Aadmi Party,51,121,154,187,219,249,289,331,379,425,488,575,621,692,,,,,,,,,,,,,,,,,,,,692,9,701,0.59,118297
Assam,JORHAT,100,HITENDRA NATH GOSWAMI,Bharatiya Janata Party,4993,9023,14007,18871,23339,27903,33019,38070,42230,48138,53640,59113,62866,68797,,,,,,,,,,,,,,,,,,,,68797,642,69439,58.7,118297
Assam,JORHAT,100,HEMANTA KUMAR PEGU,Socialist Unity Centre Of India (COMMUNIST),44,72,92,113,140,156,192,232,271,326,387,477,502,574,,,,,,,,,,,,,,,,,,,,574,7,581,0.49,118297
Assam,JORHAT,100,NOTA,None of the Above,86,204,275,340,439,500,590,667,769,852,983,1125,1188,1297,,,,,,,,,,,,,,,,,,,,1297,22,1319,1.11,118297
Assam,KALIABOR,57,KESHAB MAHANTA,Asom Gana Parishad,4272,9732,14757,20236,24062,27923,31878,36566,40322,45219,48741,52482,56425,59963,64246,66781,70709,72692,73470,,,,,,,,,,,,,,,73470,559,74029,45.1,164145
Assam,KALIABOR,57,PRADIP KUMAR BARUAH,Raijor Dal,2339,5309,8034,8741,11059,14804,15693,16553,18410,19029,20192,21090,23486,24013,25683,27241,28772,30123,30284,,,,,,,,,,,,,,,30284,91,30375,18.5,164145
Assam,KALIABOR,57,JITEN GOUR,Independent,2340,4842,7935,11396,15645,17434,21216,23424,26197,29109,31868,35433,39822,44200,48050,51453,53964,55162,55841,,,,,,,,,,,,,,,55841,298,56139,34.2,164145
Assam,KALIABOR,57,JYOTISKA RANJAN GOSWAMI,Independent,73,169,241,315,390,454,535,614,702,773,847,934,1071,1159,1259,1373,1484,1524,1552,,,,,,,,,,,,,,,1552,10,1562,0.95,164145
Assam,KALIABOR,57,NOTA,None of the Above,71,167,242,368,441,533,627,744,886,1014,1147,1271,1430,1573,1711,1839,1945,2001,2031,,,,,,,,,,,,,,,2031,9,2040,1.24,164145
Assam,KAMALPUR,32,DIGANTA KALITA,Bharatiya Janata Party,4322,9102,12941,16911,21208,26089,29736,33492,37707,43652,47596,52513,56883,60942,66802,71108,73680,73921,,,,,,,,,,,,,,,,73921,534,74455,45.33,164239
Assam,KAMALPUR,32,SATYABRAT KALITA,Indian National Congress,3851,6209,10252,13433,15702,18004,20447,24157,26518,28061,33834,37757,41434,46108,47638,52403,54213,54775,,,,,,,,,,,,,,,,54775,231,55006,33.49,164239
Assam,KAMALPUR,32,SISIR KUMAR KAKATI,Socialist Unity Centre Of India (COMMUNIST),42,89,136,174,220,265,301,361,392,449,497,537,586,616,658,692,712,716,,,,,,,,,,,,,,,,716,5,721,0.44,164239
Assam,KAMALPUR,32,ANKUR DAS,Independent,2376,4654,6636,8163,11129,14191,16493,18584,20911,23349,24888,25904,28180,29078,30840,31447,31641,31728,,,,,,,,,,,,,,,,31728,212,31940,19.45,164239
Assam,KAMALPUR,32,NABA KUMAR NATH,Independent,30,69,115,157,202,248,284,320,362,407,450,479,530,560,615,658,674,678,,,,,,,,,,,,,,,,678,4,682,0.42,164239
Assam,KAMALPUR,32,NOTA,None of the Above,69,138,224,293,393,499,575,648,708,827,909,989,1079,1157,1256,1353,1414,1416,,,,,,,,,,,,,,,,1416,19,1435,0.87,164239
Assam,KARIMGANJ NORTH,123,CHOUDHURY HIBBUR RASUL USAMA MABRUR,All India United Democratic Front,156,261,350,380,423,496,537,620,818,897,1087,1139,1174,1256,1349,1454,1496,1518,1550,1667,1744,1826,1978,2025,2026,2033,,,,,,,,2033,5,2038,0.9,225887
Assam,KARIMGANJ NORTH,123,JAKARIA AHMED,Indian National Congress,7516,14224,21027,23249,26745,31961,33025,38157,47374,52924,59477,63633,65841,71657,78284,83489,87424,89747,93140,99961,105591,111439,118863,121056,121102,121738,,,,,,,,121738,618,122356,54.17,225887
Assam,KARIMGANJ NORTH,123,SUBRATA BHATTACHARJEE,Bharatiya Janata Party,2577,5595,7951,15306,20608,24317,31200,34580,35751,38929,41794,47290,53789,57293,60251,63619,68945,76073,81350,83729,88109,92016,93865,94460,94955,95197,,,,,,,,95197,1156,96353,42.66,225887
Assam,KARIMGANJ NORTH,123,ARUNANGSHU BHATTACHARJEE,Socialist Unity Centre Of India (COMMUNIST),22,40,54,105,128,149,181,204,217,237,252,277,307,328,348,367,409,441,488,503,532,544,572,575,577,580,,,,,,,,580,2,582,0.26,225887
Assam,KARIMGANJ NORTH,123,AHAD UDDIN,Apni Janta Party,10,22,31,34,41,47,60,67,77,87,90,95,98,110,115,123,130,132,144,146,149,154,162,165,165,165,,,,,,,,165,2,167,0.07,225887
Assam,KARIMGANJ NORTH,123,PARIMAL RANJAN ROY,All India Trinamool Congress,13,31,39,64,99,114,145,171,219,228,249,260,288,309,333,347,358,377,401,429,441,455,473,478,479,480,,,,,,,,480,6,486,0.22,225887
Assam,KARIMGANJ NORTH,123,ABUL KHAIR ZAKARIA,Independent,7,8,13,14,21,48,56,59,63,66,71,72,75,79,81,87,99,104,106,109,113,119,127,128,128,129,,,,,,,,129,2,131,0.06,225887
Assam,KARIMGANJ NORTH,123,ABDUL MUKTADIR,Independent,3,6,16,16,21,25,30,36,40,45,50,54,55,59,63,70,77,79,82,86,89,92,102,103,104,104,,,,,,,,104,0,104,0.05,225887
Assam,KARIMGANJ NORTH,123,FAKRUL ISLAM,Independent,2,12,16,19,20,22,29,33,38,40,48,54,76,78,81,84,88,105,106,111,116,122,128,130,130,130,,,,,,,,130,2,132,0.06,225887
Assam,KARIMGANJ NORTH,123,BINAY KRISHNA ROY,Independent,7,12,20,25,32,40,51,65,74,80,92,102,107,114,129,135,145,155,159,165,173,179,191,194,194,194,,,,,,,,194,2,196,0.09,225887
Assam,KARIMGANJ NORTH,123,MOKBUL ALI,Independent,7,13,16,17,20,23,32,41,47,50,59,63,69,74,78,88,94,98,103,113,121,124,132,135,135,138,,,,,,,,138,4,142,0.06,225887
Assam,KARIMGANJ NORTH,123,SAMADUL HOQUE CHOUDHURY,Independent,11,21,33,36,50,60,76,86,99,108,117,130,160,165,188,200,207,222,230,239,245,254,273,279,279,279,,,,,,,,279,0,279,0.12,225887
Assam,KARIMGANJ NORTH,123,SAYED SAHAB UDDIN,Independent,28,58,84,106,139,179,241,290,319,342,367,404,420,465,500,539,560,575,597,643,665,695,747,766,769,773,,,,,,,,773,0,773,0.34,225887
Assam,KARIMGANJ NORTH,123,SAMRAJ BANIK,Independent,39,75,117,134,154,185,219,277,324,358,390,420,431,488,530,572,601,620,648,696,729,759,827,856,856,856,,,,,,,,856,0,856,0.38,225887
Assam,KARIMGANJ NORTH,123,NOTA,None of the Above,40,81,124,180,234,272,305,363,420,460,491,554,628,692,761,814,875,958,1019,1069,1119,1161,1234,1255,1258,1258,,,,,,,,1258,34,1292,0.57,225887
Assam,KARIMGANJ SOUTH,124,AMINUR RASHID CHOUDHURY,Indian National Congress,4620,9761,14871,20304,28477,35672,41029,45301,50217,54344,61065,67580,73389,77037,83150,88336,91876,97327,103376,106729,111756,116787,121183,126038,132167,135167,135450,135970,136299,136777,,,,136777,480,137257,57.78,237543
Assam,KARIMGANJ SOUTH,124,EKBAL HUSSAIN,Asom Gana Parishad,1804,3700,6672,8333,9205,9963,10758,12260,13903,16128,17912,19148,20309,23989,25602,27131,29829,31527,33165,36650,39116,41568,44866,47293,48988,49574,49600,49624,50083,50257,,,,50257,368,50625,21.31,237543
Assam,KARIMGANJ SOUTH,124,SHIHAB UDDIN,All India United Democratic Front,67,151,202,294,390,478,535,624,735,931,1025,1137,1219,1316,1414,1533,1664,1750,1839,1902,2056,2238,2326,2405,2474,2497,2506,2511,2522,2535,,,,2535,8,2543,1.07,237543
Assam,KARIMGANJ SOUTH,124,AZIZ AHMED KHAN,All India Trinamool Congress,1242,2043,2742,4110,5364,6912,8892,10617,13439,15690,16956,17839,18865,20071,21604,23718,26441,27643,29024,30231,32681,35081,36499,38036,39044,39495,39606,39677,39752,39811,,,,39811,205,40016,16.85,237543
Assam,KARIMGANJ SOUTH,124,RUPOSRI GOSWAMI,Socialist Unity Centre Of India (COMMUNIST),20,40,45,57,73,85,103,132,159,171,188,209,223,235,240,254,275,300,310,332,342,362,372,389,416,421,421,424,427,429,,,,429,6,435,0.18,237543
Assam,KARIMGANJ SOUTH,124,ASAD UDDIN AHMED,Independent,6,12,14,18,20,24,28,32,38,42,47,49,53,57,60,69,74,77,83,87,91,100,104,110,116,117,117,117,118,118,,,,118,0,118,0.05,237543
Assam,KARIMGANJ SOUTH,124,ABU NOSOR MD ILIAS,Independent,9,17,34,48,50,54,66,81,92,101,116,120,135,145,147,159,170,186,196,207,221,234,247,259,276,277,277,277,277,279,,,,279,0,279,0.12,237543
Assam,KARIMGANJ SOUTH,124,ABDUR RAHIM CHOUDHURY,Independent,11,25,39,47,55,61,64,75,86,100,112,126,134,143,147,153,164,175,200,210,219,235,245,254,262,263,264,268,269,270,,,,270,3,273,0.11,237543
Assam,KARIMGANJ SOUTH,124,MOHAMMED ALTAF HUSSAIN,Independent,9,13,19,29,32,38,44,51,64,77,89,100,110,113,119,133,141,149,159,167,174,190,202,211,223,224,224,226,226,226,,,,226,2,228,0.1,237543
Assam,KARIMGANJ SOUTH,124,PRANAB KUMAR NATH,Independent,24,37,66,76,78,87,98,103,120,139,161,184,192,205,217,239,263,288,301,321,337,356,377,404,429,430,430,431,432,436,,,,436,20,456,0.19,237543
Assam,KARIMGANJ SOUTH,124,FOYAZ AHMED,Independent,16,21,30,42,49,59,67,89,89,95,106,114,126,134,139,152,160,166,174,178,184,190,199,204,215,216,216,216,219,220,,,,220,0,220,0.09,237543
Assam,KARIMGANJ SOUTH,124,BAHARUL ISLAM,Independent,41,60,79,105,118,140,158,179,209,241,266,290,321,342,357,377,395,420,439,463,491,512,540,553,582,595,596,602,602,605,,,,605,1,606,0.26,237543
Assam,KARIMGANJ SOUTH,124,BIPLAB DAS,Independent,30,44,70,98,114,146,174,199,228,271,307,329,351,375,399,435,470,483,511,533,564,602,646,679,707,723,726,730,731,734,,,,734,3,737,0.31,237543
Assam,KARIMGANJ SOUTH,124,MD RIZWAN AHMED,Independent,64,127,198,268,299,337,369,416,460,533,632,678,729,777,849,904,955,989,1028,1083,1127,1199,1257,1303,1357,1373,1378,1382,1388,1396,,,,1396,0,1396,0.59,237543
Assam,KARIMGANJ SOUTH,124,RUHAN DUTTA,Independent,34,62,94,131,158,177,203,225,252,274,308,330,345,392,413,441,463,487,517,547,573,605,642,678,699,714,715,718,720,721,,,,721,2,723,0.3,237543
Assam,KARIMGANJ SOUTH,124,NOTA,None of the Above,76,136,182,253,315,397,446,503,587,641,731,789,840,891,960,1011,1071,1145,1201,1272,1317,1373,1437,1500,1578,1597,1599,1603,1610,1620,,,,1620,11,1631,0.69,237543
Assam,KATIGORAH,116,AMAR CHAND JAIN,Indian National Congress,5227,6393,10190,13401,16417,17218,17768,20305,24772,30729,35894,37749,42586,46454,52548,54190,58225,62312,66989,72386,72496,72523,72851,,,,,,,,,,,72851,227,73078,38.41,190257
Assam,KATIGORAH,116,KAMALAKHYA DEY PURKAYASTHA,Bharatiya Janata Party,3924,12447,19072,25294,31570,39281,47356,53287,56387,59965,63679,69987,74679,80178,84754,91377,97076,102220,104908,108326,108882,109630,110071,,,,,,,,,,,110071,687,110758,58.21,190257
Assam,KATIGORAH,116,MD. FAZLUR RAHMAN LASKAR,All India Trinamool Congress,243,325,449,537,613,637,653,699,802,912,991,1038,1199,1333,1491,1562,1694,1768,1864,1955,1963,1965,1980,,,,,,,,,,,1980,9,1989,1.05,190257
Assam,KATIGORAH,116,HILLOL BHATTACHARJEE,Socialist Unity Centre Of India (COMMUNIST),9,16,25,34,40,53,59,66,74,81,85,92,96,102,109,121,132,147,154,160,161,161,161,,,,,,,,,,,161,0,161,0.08,190257
Assam,KATIGORAH,116,ABDUL ODUD CHOUDHURY,Independent,10,14,22,26,27,28,32,37,39,47,49,52,60,63,73,77,85,89,94,98,98,98,99,,,,,,,,,,,99,0,99,0.05,190257
Assam,KATIGORAH,116,IBAJUL HOQUE LASKAR,Independent,4,10,15,16,17,18,21,23,28,36,53,59,59,62,68,72,79,87,88,89,89,89,89,,,,,,,,,,,89,0,89,0.05,190257
Assam,KATIGORAH,116,KAUSHIK DAS,Independent,11,13,20,22,23,23,25,29,33,36,38,42,53,55,66,74,82,86,94,99,99,99,99,,,,,,,,,,,99,2,101,0.05,190257
Assam,KATIGORAH,116,SALEH AHMED MAZUMDER,Independent,7,11,16,17,20,24,27,33,36,40,50,55,61,68,77,80,88,99,107,117,117,118,119,,,,,,,,,,,119,0,119,0.06,190257
Assam,KATIGORAH,116,NASIR UDDIN BARBHUIYA,Independent,9,16,28,35,45,52,52,56,65,76,86,92,114,123,134,136,145,163,168,175,176,176,177,,,,,,,,,,,177,1,178,0.09,190257
Assam,KATIGORAH,116,NURUL ALOM BARBHUIYA,Independent,9,20,30,36,44,47,51,63,81,87,93,97,106,111,125,133,140,147,160,171,171,172,174,,,,,,,,,,,174,4,178,0.09,190257
Assam,KATIGORAH,116,RAJU DAS,Independent,8,23,34,38,57,62,70,82,90,103,118,131,152,162,185,194,212,227,243,254,255,256,256,,,,,,,,,,,256,8,264,0.14,190257
Assam,KATIGORAH,116,SHIB NARAYAN SINGH,Independent,24,38,54,68,80,81,87,105,111,131,150,161,183,192,204,227,239,264,286,299,301,301,302,,,,,,,,,,,302,0,302,0.16,190257
Assam,KATIGORAH,116,SANJU MUNDA,Independent,22,192,206,233,240,246,252,262,278,297,303,385,422,438,481,611,715,809,885,900,900,902,903,,,,,,,,,,,903,0,903,0.47,190257
Assam,KATIGORAH,116,SANDIP DAS,Independent,36,93,125,175,216,241,257,295,322,359,433,486,536,565,597,666,714,761,815,840,841,841,844,,,,,,,,,,,844,0,844,0.44,190257
Assam,KATIGORAH,116,NOTA,None of the Above,62,122,167,211,254,307,367,420,460,513,566,630,718,769,846,908,989,1048,1116,1173,1177,1181,1187,,,,,,,,,,,1187,7,1194,0.63,190257
Assam,KHOWANG,89,CHAKRADHAR GOGOI,Bharatiya Janata Party,4935,9054,14360,18807,23833,28753,33477,38840,43196,47078,50361,53730,58038,63477,66287,66586,,,,,,,,,,,,,,,,,,66586,452,67038,50.7,132217
Assam,KHOWANG,89,LURINJYOTI GOGOI,Assam Jatiya Parishad,4196,8233,11845,15500,18672,22548,26302,29518,34020,38403,42359,46047,50257,53992,56322,56530,,,,,,,,,,,,,,,,,,56530,524,57054,43.15,132217
Assam,KHOWANG,89,DR. PRABHAKAR DAS,Independent,73,244,329,456,813,978,1066,1119,1191,1313,1352,1383,1511,1652,1749,1751,,,,,,,,,,,,,,,,,,1751,10,1761,1.33,132217
Assam,KHOWANG,89,BIJU DOWARAH,Independent,232,535,760,1043,1479,1788,2025,2185,2461,2837,3007,3221,3562,4000,4337,4350,,,,,,,,,,,,,,,,,,4350,11,4361,3.3,132217
Assam,KHOWANG,89,NOTA,None of the Above,127,261,373,536,791,925,1044,1119,1255,1372,1434,1490,1641,1872,1987,1987,,,,,,,,,,,,,,,,,,1987,16,2003,1.51,132217
Assam,KHUMTAI,106,ASHIS HAZARIKA,Aam Aadmi Party,109,213,350,482,596,717,822,932,1056,1158,1263,1370,1492,1622,1719,1801,1819,1825,,,,,,,,,,,,,,,,1825,8,1833,1.26,145976
Assam,KHUMTAI,106,MRINAL SAIKIA,Bharatiya Janata Party,6135,11577,16965,22931,29023,34825,41089,46642,52992,57745,63148,68348,72965,77245,82483,87609,90112,90613,,,,,,,,,,,,,,,,90613,514,91127,62.43,145976
Assam,KHUMTAI,106,ROSELINA TIRKEY,Indian National Congress,2354,4594,6701,8317,10644,12363,14175,15832,17611,19280,20860,23400,26264,27712,29866,31764,32498,32596,,,,,,,,,,,,,,,,32596,119,32715,22.41,145976
Assam,KHUMTAI,106,AMIT NAG,Jharkhand Mukti Morcha,666,2028,2552,2628,2704,3039,3975,5892,6810,8627,9250,9924,11236,13559,15006,16359,17059,17072,,,,,,,,,,,,,,,,17072,18,17090,11.71,145976
Assam,KHUMTAI,106,BHOBESWAR DUSAD,Independent,68,150,200,240,299,358,430,503,574,628,675,741,822,889,968,1032,1056,1060,,,,,,,,,,,,,,,,1060,5,1065,0.73,145976
Assam,KHUMTAI,106,NOTA,None of the Above,160,290,395,538,639,764,890,1004,1162,1349,1486,1582,1730,1868,1992,2083,2129,2137,,,,,,,,,,,,,,,,2137,9,2146,1.47,145976
Assam,KOKRAJHAR,3,MANIK CHANDRA BRAHMA,Indian National Congress,703,935,1445,1881,2510,3199,3730,4440,5407,5701,5897,6109,6416,6790,6810,6847,6884,6899,,,,,,,,,,,,,,,,6899,112,7011,5.7,122963
Assam,KOKRAJHAR,3,LAWRENCE ISLARY,"United People's Party, Liberal",2659,5937,9613,12983,15988,18932,21978,24263,27305,29130,30596,31620,32907,33880,34094,34163,34348,34727,,,,,,,,,,,,,,,,34727,456,35183,28.61,122963
Assam,KOKRAJHAR,3,SEWLI MOHILARY,Bodoland Peoples Front,5696,10432,14441,18660,22670,26851,33036,38805,42996,49559,56513,63843,68881,71634,71949,72706,73225,73529,,,,,,,,,,,,,,,,73529,1287,74816,60.84,122963
Assam,KOKRAJHAR,3,TONON DAIMARY,Voters Party International,257,345,454,544,634,738,846,969,1060,1168,1230,1302,1344,1392,1397,1405,1419,1428,,,,,,,,,,,,,,,,1428,18,1446,1.18,122963
Assam,KOKRAJHAR,3,RANJOY KR. BRAHMA,Independent,139,231,359,430,518,646,768,891,991,1103,1173,1257,1310,1366,1372,1378,1399,1412,,,,,,,,,,,,,,,,1412,25,1437,1.17,122963
Assam,KOKRAJHAR,3,LOBO NARZARY,Independent,101,166,248,295,377,482,561,670,768,862,932,1035,1075,1158,1165,1174,1186,1190,,,,,,,,,,,,,,,,1190,21,1211,0.98,122963
Assam,KOKRAJHAR,3,NOTA,None of the Above,161,254,366,439,554,681,821,936,1055,1204,1360,1508,1658,1718,1737,1751,1780,1785,,,,,,,,,,,,,,,,1785,74,1859,1.51,122963
Assam,LAHARIGHAT,53,DR ASIF MOHAMMAD NAZAR,Indian National Congress,8430,17074,23632,30282,37504,43705,48415,53938,58624,63219,66674,72527,77452,82718,88277,94813,101707,109480,118216,126216,135323,145626,154198,159662,166624,168781,,,,,,,,168781,431,169212,57.78,292863
Assam,LAHARIGHAT,53,MD KHALILUR RAHMAN,Asom Gana Parishad,257,640,1606,2275,2744,3703,5163,5833,6230,6569,7871,8708,9151,10382,11487,11756,12198,12928,13989,14319,14472,14857,15338,15518,16168,16239,,,,,,,,16239,103,16342,5.58,292863
Assam,LAHARIGHAT,53,SIDDIQUE AHMED,All India United Democratic Front,3725,7549,10288,13325,15286,18786,22386,27845,35374,42400,47734,52169,57347,62569,67039,71625,76136,80155,81793,84739,87346,89816,92729,97345,101111,102597,,,,,,,,102597,320,102917,35.14,292863
Assam,LAHARIGHAT,53,OMAR FARUQUE,Rashtriya Ulama Council,28,72,109,144,172,211,256,298,343,386,427,478,506,612,654,699,738,787,815,856,885,909,936,969,1003,1011,,,,,,,,1011,3,1014,0.35,292863
Assam,LAHARIGHAT,53,HARESHA KHANAM,Independent,68,138,222,285,341,400,472,545,596,659,738,814,883,953,1023,1105,1181,1251,1287,1365,1407,1449,1506,1569,1655,1694,,,,,,,,1694,5,1699,0.58,292863
Assam,LAHARIGHAT,53,NOTA,None of the Above,54,109,185,275,371,433,490,565,619,664,724,805,873,932,1001,1070,1123,1190,1271,1353,1402,1466,1533,1580,1643,1662,,,,,,,,1662,17,1679,0.57,292863
Assam,LAKHIMPUR,76,GHANA BURAGOHAIN,Indian National Congress,1946,4289,7550,10930,16065,19323,22310,24894,32104,36186,39568,42530,46086,49565,52742,53294,,,,,,,,,,,,,,,,,,53294,212,53506,37.45,142885
Assam,LAKHIMPUR,76,MANAB DEKA,Bharatiya Janata Party,4907,11485,17494,23365,28372,33693,40378,46287,50843,55043,60595,67186,72982,78673,84277,85050,,,,,,,,,,,,,,,,,,85050,676,85726,60,142885
Assam,LAKHIMPUR,76,NURUL ALI,Rashtriya Ulama Council,52,103,170,241,289,339,391,442,495,557,595,631,672,719,758,777,,,,,,,,,,,,,,,,,,777,4,781,0.55,142885
Assam,LAKHIMPUR,76,BIRINCHI PEGU,Socialist Unity Centre Of India (COMMUNIST),31,68,118,164,194,225,280,316,350,364,389,421,459,482,512,523,,,,,,,,,,,,,,,,,,523,7,530,0.37,142885
Assam,LAKHIMPUR,76,HEMANTA BORUAH,Independent,42,108,174,232,277,352,467,506,548,582,620,665,713,762,784,795,,,,,,,,,,,,,,,,,,795,14,809,0.57,142885
Assam,LAKHIMPUR,76,NOTA,None of the Above,86,164,281,386,484,548,626,733,829,911,1024,1176,1340,1432,1484,1508,,,,,,,,,,,,,,,,,,1508,25,1533,1.07,142885
Assam,LAKHIPUR,114,M. SANTI KUMAR SINGHA,Indian National Congress,576,1303,2523,5555,7815,9619,11387,14346,15919,18546,20588,22077,22942,24048,24861,25658,,,,,,,,,,,,,,,,,,25658,243,25901,16.84,153764
Assam,LAKHIPUR,114,KAUSHIK RAI,Bharatiya Janata Party,8053,17560,26490,31657,39231,46712,54591,59699,66686,72716,79975,88867,98251,106700,116917,124566,,,,,,,,,,,,,,,,,,124566,736,125302,81.49,153764
Assam,LAKHIPUR,114,NOTA,None of the Above,174,384,578,684,872,995,1152,1314,1522,1645,1779,1961,2127,2266,2387,2546,,,,,,,,,,,,,,,,,,2546,15,2561,1.67,153764
Assam,LUMDING,64,SIBU MISRA,Bharatiya Janata Party,7232,13475,21818,25491,26427,33507,41615,46807,49009,51180,57361,64344,65573,66475,69923,76489,80919,85478,90527,95069,101539,106329,112576,112894,113090,113708,113765,114109,114501,,,,,114501,829,115330,52.86,218200
Assam,LUMDING,64,SWAPAN KAR,Indian National Congress,991,3613,5341,9064,17878,20091,21088,26588,33061,40493,43004,44868,52778,61481,69070,71025,73219,76760,79421,82291,85771,88453,91189,91299,91500,91563,92423,92687,92811,,,,,92811,405,93216,42.72,218200
Assam,LUMDING,64,UJJAL DEB,Bharatiya Gana Parishad,46,97,159,210,275,328,380,461,524,602,669,719,795,872,986,1047,1117,1208,1319,1422,1537,1623,1704,1709,1714,1716,1722,1727,1728,,,,,1728,12,1740,0.8,218200
Assam,LUMDING,64,JASHADA DULAL RAKSHIT,Independent,736,1156,1749,1938,1994,2238,2591,2945,3055,3144,3332,3413,3461,3489,3565,3674,3821,4060,4391,4649,4873,5021,5286,5298,5337,5342,5347,5366,5374,,,,,5374,70,5444,2.49,218200
Assam,LUMDING,64,NOTA,None of the Above,150,259,383,452,531,639,733,836,905,999,1110,1218,1278,1342,1474,1580,1652,1780,1907,2030,2158,2271,2388,2395,2399,2410,2420,2430,2438,,,,,2438,32,2470,1.13,218200
Assam,MAHMORA,94,JNYANDIP MOHAN,Indian National Congress,3544,6103,8569,11859,15164,17936,20725,23799,27384,30874,33367,35974,38465,41373,44039,46902,49472,51909,53195,,,,,,,,,,,,,,,53195,314,53509,42.48,125954
Assam,MAHMORA,94,SURUJ DEHINGIA,Bharatiya Janata Party,3688,6965,10161,13895,18631,22417,25586,29021,32400,35229,39648,43221,47389,51693,56307,60199,63880,67417,69119,,,,,,,,,,,,,,,69119,411,69530,55.2,125954
Assam,MAHMORA,94,NOTA,None of the Above,180,306,476,649,889,1077,1175,1303,1411,1517,1654,1820,2006,2121,2335,2480,2628,2796,2884,,,,,,,,,,,,,,,2884,31,2915,2.31,125954
Assam,MAJULI,98,DR. INDRANEEL PEGU,Indian National Congress,2973,6261,9697,12706,15929,19598,22405,24916,27479,30174,33984,38115,41488,42380,,,,,,,,,,,,,,,,,,,,42380,644,43024,34.89,123325
Assam,MAJULI,98,BHUBAN GAM,Bharatiya Janata Party,6367,11995,18163,23295,29529,35460,41733,47296,53023,58635,64350,70104,75509,77389,,,,,,,,,,,,,,,,,,,,77389,935,78324,63.51,123325
Assam,MAJULI,98,BHAITY RICHONG,Socialist Unity Centre Of India (COMMUNIST),85,156,222,373,439,535,604,667,735,809,881,927,981,1009,,,,,,,,,,,,,,,,,,,,1009,10,1019,0.83,123325
Assam,MAJULI,98,NOTA,None of the Above,67,147,239,311,397,479,546,603,671,751,804,868,930,946,,,,,,,,,,,,,,,,,,,,946,12,958,0.78,123325
Assam,MAKUM,85,SIBANATH CHETIA,Indian National Congress,2518,5079,7727,9266,11276,13822,16220,18889,21428,24298,27021,29784,32084,33806,35828,38149,41021,44167,46056,46300,,,,,,,,,,,,,,46300,118,46418,35.81,129621
Assam,MAKUM,85,SANJOY KISHAN,Bharatiya Janata Party,3574,7365,12767,18249,22806,26848,30915,35250,38341,41763,45533,49062,53113,57515,62063,66158,69250,72175,74031,74427,,,,,,,,,,,,,,74427,267,74694,57.62,129621
Assam,MAKUM,85,DILIP MORAN,All India Trinamool Congress,162,281,391,510,624,787,920,1042,1144,1267,1401,1496,1599,1666,1761,1848,1989,2095,2162,2175,,,,,,,,,,,,,,2175,11,2186,1.69,129621
Assam,MAKUM,85,PADMA KANTA CHUTIA,Independent,43,118,182,266,363,452,533,588,632,687,767,894,1008,1044,1117,1181,1305,1355,1419,1431,,,,,,,,,,,,,,1431,9,1440,1.11,129621
Assam,MAKUM,85,LAKHAY JOTI RAJKHOWA,Independent,54,126,222,356,481,627,704,784,1052,1161,1267,1346,1439,1472,1522,1611,1729,1769,1822,1832,,,,,,,,,,,,,,1832,4,1836,1.42,129621
Assam,MAKUM,85,NOTA,None of the Above,96,282,426,658,829,1080,1264,1415,1532,1676,1865,1986,2163,2312,2468,2605,2802,2892,2999,3025,,,,,,,,,,,,,,3025,22,3047,2.35,129621
Assam,MANAS,41,JWNGSRANG BRAHMA,"United People's Party, Liberal",2400,5595,6112,7183,9770,12043,13276,15131,16377,17998,19204,19876,21009,22429,23983,25006,25867,26894,27438,,,,,,,,,,,,,,,27438,236,27674,15.66,176761
Assam,MANAS,41,THANESWAR BASUMATARY,Bodoland Peoples Front,4461,8609,13868,18560,22691,27724,32486,37774,42781,47337,51075,55405,59145,62433,66795,72531,81054,86834,89394,,,,,,,,,,,,,,,89394,666,90060,50.95,176761
Assam,MANAS,41,MD. BILAL AHMED,All India United Democratic Front,68,105,212,348,415,608,768,922,1135,1345,1624,1848,4127,6061,6217,6862,6976,7202,7535,,,,,,,,,,,,,,,7535,25,7560,4.28,176761
Assam,MANAS,41,ANJAN TALUKDAR,Raijor Dal,706,1352,3493,5588,6216,7446,10224,12250,14921,17331,20832,24482,26162,30169,32669,36915,37688,40296,42427,,,,,,,,,,,,,,,42427,223,42650,24.13,176761
