state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
Assam,SRIJANGRAM,17,NURUL AMIN KHAN,Vikas India Party,49,82,139,178,221,263,319,390,443,501,575,640,696,773,828,897,958,1025,1086,1121,1125,1134,,,,,,,,,,,,1134,4,1138,0.51,224808
Assam,SRIJANGRAM,17,HANIF ALI SK.,Socialist Unity Centre Of India (COMMUNIST),19,35,51,70,87,97,128,148,163,180,197,216,236,257,280,307,328,337,361,385,385,390,,,,,,,,,,,,390,0,390,0.17,224808
Assam,SRIJANGRAM,17,BHADRESWAR BARMAN,Independent,24,68,103,135,146,170,190,211,230,252,275,283,310,329,350,382,403,418,433,460,461,463,,,,,,,,,,,,463,16,479,0.21,224808
Assam,SRIJANGRAM,17,NOTA,None of the Above,64,120,169,209,246,291,345,390,447,491,527,556,614,667,698,756,826,862,902,976,982,990,,,,,,,,,,,,990,13,1003,0.45,224808
Assam,TAMULPUR,43,PRAMOD BORO,"United People's Party, Liberal",2913,6196,8559,12239,15073,18693,22483,26649,29984,33626,39312,44957,48225,51335,54500,57856,59845,61700,62037,62197,,,,,,,,,,,,,,62197,368,62565,34.97,178903
Assam,TAMULPUR,43,BISWAJIT DAIMARY,Bharatiya Janata Party,5290,8958,15291,20436,25343,30100,35241,39740,44577,49918,53868,56635,62263,67237,71949,77437,83297,87845,88312,88683,,,,,,,,,,,,,,88683,625,89308,49.92,178903
Assam,TAMULPUR,43,RAFEL DAIMARY,Indian National Congress,1782,2986,3632,4451,5534,5818,6421,7122,7466,7912,9812,13022,13834,14063,14744,15112,15351,16688,16709,16729,,,,,,,,,,,,,,16729,48,16777,9.38,178903
Assam,TAMULPUR,43,NABAJIT SARANIA,Gana Suraksha Party,126,208,280,432,643,826,1423,1553,1700,1855,1996,2047,2133,2202,2273,2380,2543,2678,2697,2706,,,,,,,,,,,,,,2706,25,2731,1.53,178903
Assam,TAMULPUR,43,MAHESWAR RABHA,Voters Party International,125,176,224,365,468,574,748,862,937,995,1050,1098,1223,1279,1369,1459,1512,1544,1547,1549,,,,,,,,,,,,,,1549,5,1554,0.87,178903
Assam,TAMULPUR,43,BADAN CHANDRA SWARGIARY,Independent,93,138,200,271,371,459,563,650,727,793,948,1105,1208,1256,1314,1374,1437,1481,1485,1486,,,,,,,,,,,,,,1486,2,1488,0.83,178903
Assam,TAMULPUR,43,HARESWAR SWARGIARY,Independent,107,161,241,332,434,713,834,913,995,1062,1162,1217,1294,1353,1417,1494,1577,1647,1656,1658,,,,,,,,,,,,,,1658,9,1667,0.93,178903
Assam,TAMULPUR,43,NOTA,None of the Above,170,287,383,526,674,864,1064,1227,1391,1536,1724,1829,1980,2120,2253,2443,2596,2769,2784,2793,,,,,,,,,,,,,,2793,20,2813,1.57,178903
Assam,TANGLA,48,JAYANTA KUMAR RABHA,"United People's Party, Liberal",730,2541,5085,7855,9929,11224,12861,14933,16427,18189,19306,20624,21868,23542,24954,26618,27670,27807,27826,28004,28070,,,,,,,,,,,,,28070,287,28357,18.44,153803
Assam,TANGLA,48,BIKAN CHANDRA DEKA,Bharatiya Janata Party,4974,9584,12795,16824,20679,28358,34632,38574,41606,45141,51111,57111,63369,68280,73260,78080,82601,83113,83279,83410,83615,,,,,,,,,,,,,83615,694,84309,54.82,153803
Assam,TANGLA,48,ROHIT PARIGA,Indian National Congress,2524,3827,5005,5571,6302,6800,7499,10005,15138,18946,19597,20212,21849,25014,26626,27643,28895,28914,28958,29214,29592,,,,,,,,,,,,,29592,116,29708,19.32,153803
Assam,TANGLA,48,JITENDRA CHALIHA,Socialist Unity Centre Of India (COMMUNIST),194,348,428,488,550,582,684,744,825,901,938,980,1021,1071,1137,1169,1203,1209,1210,1214,1217,,,,,,,,,,,,,1217,4,1221,0.79,153803
Assam,TANGLA,48,NAGEN CHANDRA DEKA,Gana Suraksha Party,67,116,177,216,251,283,346,374,403,448,466,501,524,549,592,610,634,639,640,640,641,,,,,,,,,,,,,641,4,645,0.42,153803
Assam,TANGLA,48,PHULAN KACHARI,Voters Party International,172,446,854,1106,1341,1473,1667,1929,2203,2501,2635,2759,2956,3185,3405,3609,3774,3795,3801,3841,3862,,,,,,,,,,,,,3862,11,3873,2.52,153803
Assam,TANGLA,48,BISHWADUTTA TATI,Gondvana Gantantra Party,603,1875,2161,2302,2427,2474,2543,2604,2650,2703,2758,2823,2872,2945,2995,3027,3068,3075,3076,3078,3079,,,,,,,,,,,,,3079,8,3087,2.01,153803
Assam,TANGLA,48,NOTA,None of the Above,235,480,668,836,980,1139,1380,1489,1577,1700,1792,1919,2040,2168,2322,2417,2519,2536,2542,2549,2556,,,,,,,,,,,,,2556,47,2603,1.69,153803
Assam,TEOK,99,PALLABI SAIKIA GOGOI,Indian National Congress,3584,8092,12484,16586,21210,26361,31345,35930,40716,45504,50028,54145,58580,62520,65868,66035,66853,,,,,,,,,,,,,,,,,66853,843,67696,41.83,161841
Assam,TEOK,99,BIKASH SAIKIA,Asom Gana Parishad,6528,12430,18065,24731,31844,37305,42401,48414,55520,62079,67297,72734,78429,84706,89153,89333,89397,,,,,,,,,,,,,,,,,89397,971,90368,55.84,161841
Assam,TEOK,99,NOTA,None of the Above,196,436,699,993,1310,1571,1845,2113,2332,2572,2841,3060,3276,3446,3686,3698,3707,,,,,,,,,,,,,,,,,3707,70,3777,2.33,161841
Assam,TEZPUR,67,PRITHIRAJ RAVA,Asom Gana Parishad,5463,10287,13320,16718,22898,28788,34597,38909,42144,43594,49482,55144,61753,68638,74768,78162,78194,,,,,,,,,,,,,,,,,78194,946,79140,53.39,148217
Assam,TEZPUR,67,ALOK NATH,Raijor Dal,2415,5540,12269,16464,18612,21180,23148,27037,33793,42571,44483,46564,48453,50137,51769,58049,58821,,,,,,,,,,,,,,,,,58821,369,59190,39.93,148217
Assam,TEZPUR,67,NAYAN MONI CHOUDHURY,Socialist Unity Centre Of India (COMMUNIST),101,219,311,404,522,625,686,773,866,995,1058,1130,1193,1253,1349,1463,1470,,,,,,,,,,,,,,,,,1470,15,1485,1,148217
Assam,TEZPUR,67,PALLABI SAIKIA,Independent,471,916,1146,1522,2011,2632,3006,3365,3598,3814,4107,4343,4587,4941,5243,5538,5560,,,,,,,,,,,,,,,,,5560,138,5698,3.84,148217
Assam,TEZPUR,67,NOTA,None of the Above,185,389,489,626,808,1047,1229,1420,1531,1629,1784,1957,2116,2327,2499,2641,2646,,,,,,,,,,,,,,,,,2646,58,2704,1.82,148217
Assam,TIHU,40,CHANDRAMOHAN PATOWARY,Bharatiya Janata Party,5775,10991,17438,23465,29170,35332,40229,44960,49730,55082,60580,68098,73621,79023,83708,88691,93833,96581,100162,,,,,,,,,,,,,,,100162,693,100855,56.26,179252
Assam,TIHU,40,RATUL PATOWARY,Indian National Congress,2757,5523,7815,10783,15781,18578,22755,25831,28857,32416,37277,40583,43682,47171,51742,55188,60413,67817,74020,,,,,,,,,,,,,,,74020,339,74359,41.48,179252
Assam,TIHU,40,SRI PRAMOD CHANDRA BHAGABATI,Socialist Unity Centre Of India (COMMUNIST),63,113,157,210,254,302,344,381,414,464,535,595,637,680,726,756,802,867,910,,,,,,,,,,,,,,,910,4,914,0.51,179252
Assam,TIHU,40,NARAYAN DUTTA BHUYAN,Independent,65,110,140,197,254,305,357,401,468,520,588,655,709,766,827,852,904,937,968,,,,,,,,,,,,,,,968,9,977,0.55,179252
Assam,TIHU,40,NOTA,None of the Above,141,318,450,613,735,855,947,1034,1151,1271,1387,1506,1600,1743,1853,1942,2015,2073,2133,,,,,,,,,,,,,,,2133,14,2147,1.2,179252
Assam,TINGKHONG,91,BIPUL GOGOI,Indian National Congress,2410,5993,9218,11392,13560,15699,18321,20946,23480,26295,28801,31388,34458,37226,39122,39669,39723,,,,,,,,,,,,,,,,,39723,163,39886,27.45,145298
Assam,TINGKHONG,91,BIMAL BORAH,Bharatiya Janata Party,6595,12918,18737,24699,32005,37907,43487,49677,55179,60225,65849,71352,77217,82382,86474,88090,88423,,,,,,,,,,,,,,,,,88423,489,88912,61.19,145298
Assam,TINGKHONG,91,MAHABIR BASKE,Jharkhand Mukti Morcha,289,869,1480,1915,2379,2619,4320,5115,6017,7727,8986,10469,11311,12575,14128,14187,14193,,,,,,,,,,,,,,,,,14193,12,14205,9.78,145298
Assam,TINGKHONG,91,NOTA,None of the Above,139,300,481,605,709,805,972,1103,1254,1428,1594,1772,1955,2126,2249,2277,2278,,,,,,,,,,,,,,,,,2278,17,2295,1.58,145298
Assam,TINSUKIA,86,DEVID PHUKAN,Indian National Congress,2563,4734,6819,8488,10552,12978,14551,16506,18024,20113,22260,24426,26118,27716,30092,31228,32464,33591,35224,36239,36347,36522,,,,,,,,,,,,36522,165,36687,27.01,135818
Assam,TINSUKIA,86,PULOK GOHAIN,Bharatiya Janata Party,3843,7986,12359,17231,20956,25033,28046,31665,35982,40686,44601,48800,52889,57962,62272,67100,72631,77211,81115,84135,84502,84823,,,,,,,,,,,,84823,361,85184,62.72,135818
Assam,TINSUKIA,86,ISRAIL NANDA,Republican Party of India (A),81,155,205,250,346,411,530,655,713,865,906,938,956,986,1023,1054,1092,1112,1131,1160,1182,1191,,,,,,,,,,,,1191,0,1191,0.88,135818
Assam,TINSUKIA,86,GOBINDA JOISHY,Independent,31,83,102,177,274,451,654,895,970,1155,1188,1205,1212,1234,1248,1272,1292,1302,1312,1322,1330,1331,,,,,,,,,,,,1331,5,1336,0.98,135818
Assam,TINSUKIA,86,CHINTU BARUAH,Independent,39,76,106,154,211,254,306,401,447,519,540,572,594,607,627,649,671,679,691,696,706,711,,,,,,,,,,,,711,3,714,0.53,135818
Assam,TINSUKIA,86,JHONY KIRON NAYAK,Independent,123,323,351,580,1229,1495,2399,3648,3937,4801,4887,4897,4913,4930,4943,4951,4970,4991,5046,5054,5101,5113,,,,,,,,,,,,5113,7,5120,3.77,135818
Assam,TINSUKIA,86,BHAIRAW BHAGAT,Independent,77,126,151,190,262,311,386,462,514,595,615,632,654,684,723,750,773,790,823,844,861,861,,,,,,,,,,,,861,5,866,0.64,135818
Assam,TINSUKIA,86,LALAN SAHANI,Independent,86,183,248,338,512,691,792,895,979,1149,1192,1302,1438,1512,1588,1660,1811,1960,2171,2234,2303,2304,,,,,,,,,,,,2304,9,2313,1.7,135818
Assam,TINSUKIA,86,NOTA,None of the Above,102,203,317,421,572,701,834,1008,1122,1269,1402,1545,1673,1808,1899,1987,2112,2204,2293,2362,2373,2380,,,,,,,,,,,,2380,27,2407,1.77,135818
Assam,TITABOR,102,DHIRAJ GOWALA,Bharatiya Janata Party,6109,12346,19794,24970,31790,38279,43300,50541,56813,63314,69035,75378,77088,77280,77877,78152,,,,,,,,,,,,,,,,,,78152,591,78743,47.51,165739
Assam,TITABOR,102,PALLAV SAIKIA,Aam Aadmi Party,130,301,464,587,743,961,1084,1216,1393,1556,1691,1802,1832,1838,1860,1862,,,,,,,,,,,,,,,,,,1862,14,1876,1.13,165739
Assam,TITABOR,102,PRAN  KURMI,Indian National Congress,6167,11457,15673,20060,23778,28146,32364,36235,40653,44798,48649,53330,54321,54553,54857,55008,,,,,,,,,,,,,,,,,,55008,420,55428,33.44,165739
Assam,TITABOR,102,BHASKAR JYOTI BARUAH,Independent,1016,1912,3213,6322,8882,12694,15975,18027,20567,22794,24811,26253,26732,26743,26758,26873,,,,,,,,,,,,,,,,,,26873,330,27203,16.41,165739
Assam,TITABOR,102,NOTA,None of the Above,213,438,659,857,1046,1283,1435,1647,1888,2113,2257,2388,2430,2436,2454,2462,,,,,,,,,,,,,,,,,,2462,27,2489,1.5,165739
Assam,UDALGURI,46,DIPEN BORO,"United People's Party, Liberal",3185,5825,8367,11560,14864,18635,22712,25867,29034,31324,34018,37149,40805,44746,48344,48620,48818,,,,,,,,,,,,,,,,,48818,428,49246,35.01,140646
Assam,UDALGURI,46,RIHON DAIMARI,Bodoland Peoples Front,4681,8889,14270,18480,22730,27707,33373,38914,43800,48690,53905,58554,63067,68867,75189,75578,76060,,,,,,,,,,,,,,,,,76060,740,76800,54.61,140646
Assam,UDALGURI,46,SUREN DAIMARI,Indian National Congress,732,1218,1894,2424,2836,3219,3569,3895,4515,4880,5366,5687,6298,7771,9224,9255,9365,,,,,,,,,,,,,,,,,9365,64,9429,6.7,140646
Assam,UDALGURI,46,UNIKE BASUMATARY,Voters Party International,257,505,704,844,1098,1301,1485,1619,1737,1845,1959,2080,2213,2383,2545,2562,2573,,,,,,,,,,,,,,,,,2573,10,2583,1.84,140646
Assam,UDALGURI,46,NOTA,None of the Above,214,396,553,694,906,1109,1313,1552,1727,1865,2000,2154,2265,2430,2531,2566,2571,,,,,,,,,,,,,,,,,2571,17,2588,1.84,140646
Assam,UDHARBOND,115,AJIT SINGH,Indian National Congress,1038,5675,8899,13458,16581,21038,23652,26228,28487,29724,32852,36247,40567,41177,43899,45921,47158,47705,,,,,,,,,,,,,,,,47705,162,47867,30.61,156372
Assam,UDHARBOND,115,RAJDEEP GOALA,Bharatiya Janata Party,6508,11964,19459,23414,29299,34612,40972,46452,53561,61887,67372,72352,77852,87161,93527,100135,102553,102731,,,,,,,,,,,,,,,,102731,600,103331,66.08,156372
Assam,UDHARBOND,115,TAPAS DAS,All India Trinamool Congress,115,298,492,707,839,1012,1130,1229,1317,1440,1546,1829,2013,2102,2182,2236,2279,2284,,,,,,,,,,,,,,,,2284,7,2291,1.47,156372
Assam,UDHARBOND,115,DILIP KUMAR REE,Socialist Unity Centre Of India (COMMUNIST),84,153,213,244,284,358,448,525,593,718,783,837,880,921,955,1007,1042,1045,,,,,,,,,,,,,,,,1045,1,1046,0.67,156372
Assam,UDHARBOND,115,NOTA,None of the Above,85,177,254,318,435,545,655,760,902,1031,1114,1211,1322,1429,1548,1697,1812,1818,,,,,,,,,,,,,,,,1818,19,1837,1.17,156372
