state,district,district_number,constituency,constituency_number,candidate,party,evm_votes,postal_votes,candidate_total_votes,candidate_vote_%,total_polled_votes,male_votes,female_votes,thirunangai_votes,total_votes
Tamil Nadu,NAMAKKAL,10,Tiruchengodu,96,SELVARAMLINGAM,Independent,196,4,200,0.11,184669,106542,111107,34,217683
Tamil Nadu,NAMAKKAL,10,Tiruchengodu,96,SELVARAJ K R,Independent,62,0,62,0.03,184669,106542,111107,34,217683
Tamil Nadu,NAMAKKAL,10,Tiruchengodu,96,BALAMURUGAN C,Independent,378,1,379,0.21,184669,106542,111107,34,217683
Tamil Nadu,NAMAKKAL,10,Tiruchengodu,96,BALAMURUGAN S,Independent,52,1,53,0.03,184669,106542,111107,34,217683
Tamil Nadu,NAMAKKAL,10,Tiruchengodu,96,BALAJICHEZHIAN P,Independent,54,0,54,0.03,184669,106542,111107,34,217683
Tamil Nadu,NAMAKKAL,10,Tiruchengodu,96,RANJIT R,Independent,93,3,96,0.05,184669,106542,111107,34,217683
Tamil Nadu,NAMAKKAL,10,Tiruchengodu,96,VELU K,Independent,126,1,127,0.07,184669,106542,111107,34,217683
Tamil Nadu,NAMAKKAL,10,Tiruchengodu,96,NOTA,None of the Above,1506,12,1518,0.82,184669,106542,111107,34,217683
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"INIGO IRUDAYARAJ,S.",Dravida Munnetra Kazhagam,92645,1657,94302,54.56,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"VELLAMANDI NATARAJAN,N.",All India Anna Dravida Munnetra Kazhagam,40109,396,40505,23.43,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"PRABU,R.",Naam Tamilar Katchi,14211,101,14312,8.28,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,MANOHARAN.R.,Amma Makkal Munnettra Kazagam,9010,79,9089,5.26,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,VIJAIA MOHANAAJI,Vidial Valarchi Perani,105,0,105,0.06,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"VEERASAKTHI,D.",Makkal Needhi Maiam,11309,87,11396,6.59,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"ARAVINDAN,P.",Independent,85,0,85,0.05,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"AROCKIA SATHEESH,A.",Independent,69,1,70,0.04,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"IRUDAYARAJ,S.",Independent,55,3,58,0.03,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"GASPAR REGAN,S.",Independent,49,1,50,0.03,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"CHARLES SAGAYARAJ,P.",Independent,69,4,73,0.04,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"DEVAKUMAR,T.",Independent,72,1,73,0.04,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"BALAMURUGAN,A.",Independent,211,0,211,0.12,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"MARUTHAMUTHU,N.",Independent,45,1,46,0.03,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"MANOHARAN,M.",Independent,157,0,157,0.09,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"RAJA,S.",Independent,381,1,382,0.22,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"JAHIR HUSSAIN,M.",Independent,207,1,208,0.12,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,"SHEIK ABDULLAH,R.",Independent,199,0,199,0.12,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (East),141,NOTA,None of the Above,1504,31,1535,0.89,172856,118568,124774,32,243374
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,"Nehru, K.N.",Dravida Munnetra Kazhagam,116018,2115,118133,64.52,183099,123617,131528,10,255155
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,"Padmanathan, V.",All India Anna Dravida Munnetra Kazhagam,32632,392,33024,18.04,183099,123617,131528,10,255155
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,"Abubacker Siddiq,  M.",Makkal Needhi Maiam,10466,80,10546,5.76,183099,123617,131528,10,255155
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,"Abdullah Hassan Faizy, R.",SOCIAL DEMOCRATIC PARTY OF INDIA,2525,20,2545,1.39,183099,123617,131528,10,255155
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,"Vinodh, V.",Naam Tamilar Katchi,15637,88,15725,8.59,183099,123617,131528,10,255155
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,"Kalpana, T.",Independent,193,3,196,0.11,183099,123617,131528,10,255155
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,"Sahabudheen, A.J.",Independent,41,2,43,0.02,183099,123617,131528,10,255155
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,"Sudha, R.",Independent,216,6,222,0.12,183099,123617,131528,10,255155
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,"Sundar Rajulu, G.",Independent,40,2,42,0.02,183099,123617,131528,10,255155
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,"Selvaraj, D.",Independent,48,0,48,0.03,183099,123617,131528,10,255155
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,"Dheepan, M.",Independent,65,1,66,0.04,183099,123617,131528,10,255155
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,"Vasudevan, A.",Independent,211,0,211,0.12,183099,123617,131528,10,255155
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,"Shajahan, R.",Independent,181,0,181,0.1,183099,123617,131528,10,255155
Tamil Nadu,TIRUCHIRAPPALLI,16,Tiruchirappalli (West),140,NOTA,None of the Above,2079,38,2117,1.16,183099,123617,131528,10,255155
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,THANGAM THENARASU,Dravida Munnetra Kazhagam,101016,1209,102225,59.15,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,RAJASEKAR S,All India Anna Dravida Munnetra Kazhagam,41087,146,41233,23.86,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,ANANDHAJOTHI A,Naam Tamilar Katchi,13654,133,13787,7.98,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,SIVASAMY K K,Amma Makkal Munnettra Kazagam,6399,42,6441,3.73,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,THIRUMURUGAN PALANISAMY K,Puthiya Tamilagam,586,7,593,0.34,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,MANIVASAGAM S,Bahujan Dravida Party,70,0,70,0.04,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,MURUGAN S,Makkal Needhi Maiam,1338,18,1356,0.78,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,ADAIKALAM R,Independent,896,2,898,0.52,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,ARUNKUMAR V,Independent,2491,1,2492,1.44,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,INDIRA B,Independent,123,1,124,0.07,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,KALIMUTHU S,Independent,46,0,46,0.03,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,CHENNAKESAVAN P,Independent,52,0,52,0.03,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,SETHURAMALINGAM S,Independent,65,0,65,0.04,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,ADVOCATE. THANGAPANDIAN M,Independent,357,8,365,0.21,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,THIRUMURUGAN G,Independent,480,0,480,0.28,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,MALAIALAGU M,Independent,566,0,566,0.33,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,RAMATHILAGAM A,Independent,683,1,684,0.4,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,RAJANGAM C,Independent,349,0,349,0.2,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,RAJENDRAN R,Independent,137,0,137,0.08,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,HARIKRISHNAN K,Independent,108,0,108,0.06,172811,102734,105610,7,208351
Tamil Nadu,VIRDHUNAGAR,26,Tiruchuli,208,NOTA,None of the Above,734,6,740,0.43,172811,102734,105610,7,208351
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,VAT.KALIVARADHAN,Bharatiya Janata Party,50887,413,51300,26.14,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,SIVA.PANJAVARNAM,Bahujan Samaj Party,691,5,696,0.35,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,K.PONMUDY,Dravida Munnetra Kazhagam,109226,1754,110980,56.56,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,L.VENKATESAN,Desiya Murpokku Dravida Kazhagam,13928,69,13997,7.13,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,SANKAR S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,565,1,566,0.29,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,SENTHILKUMAR M,Indiya Jananayaka Katchi,1056,10,1066,0.54,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,MURUGAN S,Naam Tamilar Katchi,11567,53,11620,5.92,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,RAJINI VR,Naadaalum Makkal Katchi,231,0,231,0.12,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,KATHIRAVAN K,Independent,183,6,189,0.1,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,PRAKASH A,Independent,881,2,883,0.45,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,MAGESH M,Independent,271,5,276,0.14,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,MATHIVANAN S,Independent,412,0,412,0.21,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,VIGNESH M,Independent,1482,0,1482,0.76,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,JAYAVINDAN G,Independent,480,0,480,0.24,196217,120658,118070,35,238763
Tamil Nadu,VILUPPURAM,8,Tirukkoyilur,76,NOTA,None of the Above,2030,9,2039,1.04,196217,120658,118070,35,238763
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,Kalanithy,Bahujan Samaj Party,646,8,654,0.33,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,Nainar Nagenthran,Bharatiya Janata Party,91504,778,92282,46.7,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,"Lakshmanan,A.L.S.",Dravida Munnetra Kazhagam,68102,1073,69175,35.01,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,"Sathya,B.",Naam Tamilar Katchi,18986,176,19162,9.7,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,"Sundarraj,M.",Communist Party of India  (Marxist-Leninist)  (Liberation),412,3,415,0.21,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,"Mahesh Kannan,A.P.",Amma Makkal Munnettra Kazagam,8807,104,8911,4.51,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,"Esakkimuthu,P.",Independent,435,2,437,0.22,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,"Sankarasubramanian,M.",Independent,582,0,582,0.29,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,Sankar @ Sankaranarayanan,Independent,264,0,264,0.13,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,"Sivakumar,M.",Independent,1375,37,1412,0.71,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,"Murugan,R.",Independent,197,2,199,0.1,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,"Murugan,V.",Independent,339,3,342,0.17,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,"Raghavan,C.M.",Independent,318,1,319,0.16,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,Srithar Rajan,Independent,1336,6,1342,0.68,197587,132799,137342,20,270161
Tamil Nadu,TIRUNELVELI,29,Tirunelveli,224,NOTA,None of the Above,2074,17,2091,1.06,197587,132799,137342,20,270161
Tamil Nadu,VELLORE,4,Tirupattur,50,A. NALLATHAMBI,Dravida Munnetra Kazhagam,95067,1455,96522,51.91,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,S. KALASHTHRI,All India Uzhavargal Uzhaippalargal Katchi,713,11,724,0.39,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,S. SATHIYAMOORTHY,Makkal Nala Kazhagam,516,3,519,0.28,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,M. SUMATHI,Naam Tamilar Katchi,12016,111,12127,6.52,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,A. GNANASEKAR,Amma Makkal Munnettra Kazagam,2679,23,2702,1.45,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,T.K. RAJA,Pattali Makkal Katchi,67905,377,68282,36.72,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,I. ROSELIN JEEVA,Samaniya Makkal Nala Katchi,263,1,264,0.14,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,A. JEYAMMA,Anaithu Makkal Puratchi Katchi,127,1,128,0.07,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,R. AROCKIA JOE PRABU,Independent,437,1,438,0.24,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,I. GOVINDARAJI,Independent,296,1,297,0.16,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,M. NALLASIVAM,Independent,322,1,323,0.17,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,R. PALANI,Independent,361,1,362,0.19,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,MANITHAN,Independent,308,1,309,0.17,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,G. RAJA,Independent,204,1,205,0.11,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,B. VIJAYAKUMAR,Independent,1091,5,1096,0.59,185930,112090,112444,12,224546
Tamil Nadu,VELLORE,4,Tirupattur,50,NOTA,None of the Above,1625,7,1632,0.88,185930,112090,112444,12,224546
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,MARUDHU ALAGURAJ,All India Anna Dravida Munnetra Kazhagam,65915,393,66308,31.46,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,KR.PERIYAKARUPPAN,Dravida Munnetra Kazhagam,102261,1421,103682,49.19,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,A.AMALAN SAVARIMUTHU,Indiya Jananayaka Katchi,856,6,862,0.41,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,K.K.UMADHEVAN,Amma Makkal Munnettra Kazagam,7396,52,7448,3.53,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,KOTTAIKUMAR,Naam Tamilar Katchi,14518,53,14571,6.91,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,M.SARASWATHI,Puthiya Tamilagam,240,1,241,0.11,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,S.MURUGAN,Anaithu Makkal Puratchi Katchi,95,1,96,0.05,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,K.VEERAPANDIAN,My India Party,143,1,144,0.07,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,G.ABDUL KISHORE BABU,Independent,84,1,85,0.04,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,ANANDHAN K,Independent,62,0,62,0.03,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,C.KANNAN,Independent,67,1,68,0.03,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,A.KARTHIKA,Independent,80,0,80,0.04,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,P.SELVARAJ,Independent,221,0,221,0.1,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,C.PARAMASIVAM,Independent,13186,16,13202,6.26,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,PALANIAPPAN,Independent,333,0,333,0.16,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,A.PARTHASARATHY,Independent,465,0,465,0.22,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,PERIYASAMY,Independent,604,1,605,0.29,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,A.MALLIKA,Independent,444,0,444,0.21,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,M.MOHAMED RABEEK,Independent,122,0,122,0.06,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,MUTHULAKSHMI,Independent,65,0,65,0.03,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,RM.MURUGESAN,Independent,69,0,69,0.03,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,K.S.K.RAJESH,Independent,352,0,352,0.17,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,P.RAJESWARI,Independent,152,0,152,0.07,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,RENUKA,Independent,56,0,56,0.03,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,J.VEERAYI,Independent,65,0,65,0.03,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,P.JEYACHANDRAN,Independent,115,0,115,0.05,210766,133235,135967,4,269206
Tamil Nadu,SIVAGANGA,23,Tiruppattur,185,NOTA,None of the Above,845,8,853,0.4,210766,133235,135967,4,269206
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,CHANDRASEKARAN.R,Bahujan Samaj Party,474,3,477,0.2,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,RAVI (Alias) SUBRAMANIAN . M,Communist Party of India,72679,603,73282,30.78,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,SELVAKUMAR.M,Desiya Murpokku Dravida Kazhagam,3420,7,3427,1.44,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,VIJEYAKUMAR.K.N,All India Anna Dravida Munnetra Kazhagam,113119,265,113384,47.62,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,ALAGHUSUNDARAM.P,Anna Dravidar Kazhagam,591,1,592,0.25,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,EASWARAN.S,Naam Tamilar Katchi,23061,49,23110,9.71,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,SIVABALAN.S,Makkal Needhi Maiam,19565,37,19602,8.23,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,SENTHILKUMAR.V,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,426,2,428,0.18,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,DEIVASIGAMANI.K,Ezhuchi Tamilargal Munnetra Kazhagam,139,0,139,0.06,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,UDHAYAKUMAR.S,Independent,337,5,342,0.14,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,SENTHILKUMAR.T.N,Independent,96,0,96,0.04,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,SENTHILKUMAR.R,Independent,131,2,133,0.06,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,SENTHILVEL.A,Independent,301,1,302,0.13,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,MURUGA PANDI.S,Independent,249,1,250,0.11,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,RANGASAMY.M,Independent,365,1,366,0.15,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (North),113,NOTA,None of the Above,2154,8,2162,0.91,238092,170926,160854,79,331859
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,GUNASEKARAN. S.,All India Anna Dravida Munnetra Kazhagam,70551,275,70826,40.61,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,CHELLAPANDY. P.,Bahujan Samaj Party,311,1,312,0.18,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,SELVARAJ. K.,Dravida Munnetra Kazhagam,74944,591,75535,43.31,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,ARUNKUMAR. G.,Tamil Nadu Ilangyar Katchi,554,0,554,0.32,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,ANUSHA RAVI.,Makkal Needhi Maiam,9914,20,9934,5.7,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,SHANMUGASUNDARAM. K.,Naam Tamilar Katchi,12870,28,12898,7.39,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,DEIVEEGAN. K.,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,101,0,101,0.06,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,VISHALAKCHI. A.,Amma Makkal Munnettra Kazagam,1751,6,1757,1.01,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,ASLAM. J.,Independent,163,1,164,0.09,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,GANESH. E.,Independent,66,0,66,0.04,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,KADER BASHA. A.,Independent,75,1,76,0.04,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,GUNASEKARAN. I.,Independent,38,0,38,0.02,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,GUNASEKARAN. M.,Independent,80,0,80,0.05,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,SARVALOGA DAYABARAN. M.A.,Independent,147,0,147,0.08,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,SELVARAJ. A.,Independent,68,0,68,0.04,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,SELVAN. K.,Independent,224,0,224,0.13,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,PRAKASH. R.,Independent,264,1,265,0.15,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,MALARVIZHI. G.,Independent,83,0,83,0.05,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,MUTHUSAMY. K.,Independent,121,0,121,0.07,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,VIJAYAKUMAR. A.,Independent,27,0,27,0.02,174418,127256,121725,27,249008
Tamil Nadu,TIRUPPUR,32,Tiruppur (South),114,NOTA,None of the Above,1133,9,1142,0.65,174418,127256,121725,27,249008
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,G.Hari,All India Anna Dravida Munnetra Kazhagam,89704,1357,91061,39.15,232624,134145,139257,29,273431
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,D.Krishnamoorthi,Desiya Murpokku Dravida Kazhagam,3903,25,3928,1.69,232624,134145,139257,29,273431
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,S.Chandran,Dravida Munnetra Kazhagam,118005,2309,120314,51.72,232624,134145,139257,29,273431
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,N.MAGENDIRAN,Bahujan Samaj Party,711,6,717,0.31,232624,134145,139257,29,273431
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,L.AKILA,Naam Tamilar Katchi,11900,107,12007,5.16,232624,134145,139257,29,273431
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,M.D.Thanigai Malai,Indiya Jananayaka Katchi,352,1,353,0.15,232624,134145,139257,29,273431
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,Manikkam,All India Jananayaka Makkal Kazhagam,121,0,121,0.05,232624,134145,139257,29,273431
